Monday	ორშაბათი
Euro	ევრო
how many	რამდენი
both	ორივე
ზღვაში წვეთი	ზღვაში წვეთი
Pahlavi	ფალაური
kith and kin	ყარიბი
მწვანე შუქი	მწვანე შუქი
afternoon	ნაშუადღევს
rapist	გამაუპატიურებელი
performance	წარმოდგენა
dried fruit	ჩირი
bet	ნაძლევი
verbose	ენაჭარტალა
Wiktionary	ვიქსიკონი
passive gay	გოთვერანი
დაყავი და იბატონე	დაყავი და იბატონე
spoilt	თახსირი
consenting	ყაბული
according to agreement	შეთანხმებისამებრ
real	ნაღდი
barrel	ლულა
attractiveness	ეშხი
charming	მომხიბლავი
attractive	ეშხიანი
child	საბავშვო
healthy	საღი
health	ჯანი
ball	მეჯლისი
bitch	ძუკნა
prostitute	კახპა
regret	აფსუს
loss	ზარალი
grumbling	ბორბოქი
white	სპეტაკი
malignant	აუგი
suspicion	გუმანი
on suspection	გუმანით
wrestler	ფალავანი
binocular	დურბინდი
magus	მოგვი
interest	ვახში
commander	სარდალი
free flight	ნავარდი
garden	ბაღჩა
lathe	ჩარხი
cripple	ხეიბარი
victuals	ხორაგი
thunder	მეხი
pear	გულაბი
lighter	სანთებელა
tribesman	თვისტომი
გვარს არ დავასახელებ	გვარს არ დავასახელებ
bald	ქოსა
swindler	არამზადა
foreman	უსტაბაში
lighthearted	არხეინი
bairam	ბაირამი
price	ყადრი
thrift	ყაირათი
pay	ქირა
hairdresser	დალაქი
sequestration	ყადაღა
keyboard warrior	კლავიატურის ბიჭი
ranking	კაი ბიჭი
arsenic	დარიშხანა
discussed	გადაღეჭილი
chewed	დაღეჭილი
very	კარგა
where	სა
პირველი პირი	პირველი პირი
key	გასაღები
ერთი ადგილი	ერთი ადგილი
before	უწინ
from now on	ამიერიდან
in the future	მომავალში
solution	გამოსავალი
cry	ტირილი
soup	თათარიახნი
sultriness	ხვატი
picture is worth a thousand words	ასჯერ გაგონილს ერთხელ ნანახი ჯობიაო
pilot	პილოტური
debt	ნისია
elegant	მაზალო
game	ყომარი
false	ტრუხა
transistor	ტრანზისტორი
fan	გულშემატკივარი
ეშმაკის ბორბალი	ეშმაკის ბორბალი
turmoil	ერთი ამბავი
ხმა დადის	ხმა დადის
pathetic	პათეტიკური
believer	მორწმუნე
faith	რწმენა
დრო ყველაფრის მკურნალია	დრო ყველაფრის მკურნალია
amusia	ამუზია
მე შენ მიყვარხარ	მე შენ მიყვარხარ
reprehensible	ნაძირალა
scum	ნაძირალი
bomb	ნაღმი
borscht	ბორში
idle	უქნარა
penis	პენისი
jaundice	დანდალუკი
wicker basket	თარფი
talk	ყბადაღებული
equality	ტოლობა
dough	იაღლავაში
beam	კიპორჭი
lame	კელი
sixtieth	კესი
street	შუკა
Ivanishvili	ივანიშვილი
sacrificial livestock	ზვარა
pebble	ხიჭი
pebble	ხვინჭი
bladder stone	შირიმი
snowstorm	ბუქი
monk	ბერი
food	საზრდო
food	საკვები
nourishment	კვება
audio	ხმოვანი
quiver	კაპარჭი
popcorn	პოპკორნი
popcorn	ბატი-ბუტი
sparrow hawk	მიმინო
lock	საკეტი
vardapet	ვართაპეტი
barbastelle	მაჩქათელა
hangover	ნაბახუსევი
boot	ჩექმა
thin	გამხდარი
khachkar	ხაჩკარი
teapot	ჩაინიკი
playing card	ბანქო
st.	ქ.
st.	წმ.
tiny	პაწია
footprint	ნაფეხური
fuel	საწვავი
guffaw	ხარხარი
brass knuckles	კასტეტი
nonofficial	არაოფიციალური
colleague	კოლეგა
confusing	გაუგებარი
dumb	მუნჯი
smith	მჭედელი
saddle	უნაგირი
nut	ქანჩი
magnifying glass	ლუპა
padlock	ბოქლომი
pond	აუზი
famous	სახელოვანი
television	ტელევიზორი
ore	მადანი
შინაური ცხოველი	შინაური ცხოველი
გლუვლულიანი თოფი	გლუვლულიანი თოფი
trigger	სასხლეტი
trunk	დირე
ghee	ერბო
ერბო	ერბო-კვერცხი
gum	ღრძილი
weigh	იწონის
fold	კეცავს
pliers	ბრტყელტუჩა
precious stone	გოარი
ხმის მიცემა	ხმის მიცემა
elect	არჩევს
prepare	გამზადება
basket	გოდორი
trough	გეჯა
rope	გვარლი
camp	დაბანაკება
shield	ფარი
pleasure	სიამოვნება
effect	ეფექტი
hyacinth	იაკინთი
hyacinth	იაგუნდი
necklace	ამბარჩა
sculpt	აქანდაკებს
chisel	საჭრისი
headline	ჰედლაინი
mercury	ვერცხლისწყალი
ეკლიანი მავთული	ეკლიანი მავთული
judge	მოსამართლე
collision	შეჯახება
collision	დაჯახება
thunder	გრგვინვა
community	თემი
hop	სვია
pilgrim	მლოცვარე
sorrowful	საცოდავი
cymbal	წინწილი
anger	გაჯავრება
anger	გაღიზიანება
demolition	დანგრევა
loyalty	ლოიალობა
warrior helmet	მუზარადი
lantern	ფარანი
crane	ამწე
kiss	პაჩი
chaff	ბურდო
sorcerer	თოიჩი
asexual	ასექსუალი
bisexual	ბისექსუალი
Amirani	ამირანი
ruler	მმართველი
legislation	კანონმდებლობა
rosy starling	ტარბი
Akhalkalaki	ახალქალაქი
really	ცვეტში
Christmas	საშობაო
Çoruh	ჭოროხი
prayer	ოქუცი
gata	ქადა
azalea	დეკა
child	წული
The Lord	უფალი
wheat	იფქლი
robe	კვართი
pregnant	მაკე
depend	გააჩნია
spell	ხიბლი
doctor	აქიმი
politeness	თავაზი
spider	ბაბაჭუა
haemorrhoids	ბუასილი
virginity	გარდაქალწულება
ჩემი ყლე	ჩემი ყლე
Avlabari	ავლაბარი
exclamation	ბრატცი
massif	მასივი
course	კურსი
futile	რიჟა
dentist	სტომატოლოგი
organ	ორგანი
at	ძაღლუკა
nagging	ლაილაი
chatter	ყბედობა
first-foot	მეკვლე
bereaved	ჭირისუფალი
milk sibling	ძუძუმტე
Google	გუგლი
brother-in-law	შილი
naked eye	შეუიარაღებელი თვალი
Holy Communion	ზიარება
baptism	ნათლისღება
priesthood	მღვდლობა
Anointing of the Sick	ზეთისცხება
Eucharist	ევქარისტია
si	სი
born	დაბადებული
motherboard	მაზერი
knock	აკაკუნებს
knocking	კაკუნი
general	ზოგადი
involved	ჩართული
hmm	ჰმ
quietly	ჩუმად
good	საკაიფო
enough	საკმარისი
Rustavi	რუსთავი
other	სხვისი
design	დიზაინი
goal	მიზანი
in fact	სინამდვილეში
private	კერძო
different	განსხვავებული
refusal	უარი
social	სოციალური
particularly	კერძოდ
on	ზედ
well	მაშ
generally	ზოგადად
someone	ვიღაც
right away	ეგრევე
as if	ვითომ
similar	არანაირი
separately	ცალკე
while	სანამ
-self	თვითონ
but	ოღონდ
that	მაგ
aah	აუ
that	ეგეთი
essay	ესე
or else	თორემ
you don't say	კაი ერთი
Siberia	ციმბირი
doubting Thomas	ურწმუნო თომა
Red Army	წითელი არმია
cream of society	საზოგადოების ნაღები
troll	ტროლი
square	კვადრატი
unshakable	ურყევი
anaphylaxis	ანაფილაქსია
resourceful	მოხერხებული
-an	-ური
Afghan	ავღანელი
rebel	მეამბოხე
Lima	ლიმა
complaint	წუწუნი
group	ჯგუფური
packing needle	მახათი
wandering	ხეტიალი
roaming	როუმინგი
traffic light	შუქნიშანი
egotist	ეგოისტი
copy	პაჭენისი
cheetah	ავაზა
amirspasalar	ამირსპასალარი
amir	ამირი
provocation	პროვოკაცია
leave	ათესვა
uprising	აჯანყება
chosen	რჩეული
magnet	ანდამატი
feminine	მდედრი
under-	ქვე-
flight	ფრენა
hidden	დამალული
International Monetary Fund	საერთაშორისო სავალუტო ფონდი
stupid	ბოთე
stupid	დოყლაპია
insurrection	ბუნტი
thunder	გრუხუნი
grief	გულისწვა
stupid	გამოტვინებული
harbour porpoise	ზღვის ღორი
adventure	თავგადასავალი
underwear	თეთრეული
speech	მეტყველება
speaking	მეტყველი
official	მოხელე
young	ნორჩი
part of speech	მეტყველების ნაწილი
Mingrelian	მეგრელი
hope	სასო
when pigs fly	როცა ვირი ხეზე ავა
I think therefore I am	ვაზროვნებ მაშასადამე ვარსებობ
Shinto	შინტოიზმი
Ottoman Empire	ოსმალეთის იმპერია
implied	ნაგულისხმევი
typology	ტიპოლოგია
snake	უხსენებელი
fearful	ლაჩარი
brave	გულოვანი
brave	უშიშარი
shadow	ჩერო
Enlightenment	განმანათლებლობა
land	ხმელეთი
tolerance	შემწყნარებლობა
vow	აღთქმა
essence	რაობა
motherboard	დედაპლატა
threefold	სამმაგი
mountain range	მთაგრეხილი
nomadism	მომთაბარეობა
nomad	მომთაბარე
balance of power	ძალთა ბალანსი
addition	მიმატება
subtraction	გამოკლება
addition	შეკრება
magic	გრძნეულება
ethnic cleansing	ეთნიკური წმენდა
snowflake	ფანტელი
magic	გრძნება
magic	მისნობა
unilateral	ერთმხრივი
primary	პირველადი
strength	ღონე
martyr	მოწამე
pro-sentence	მგონი
so	ეგრე
there	მანდ
otherwise	არადა
say	ვთქვათ
each	თითოეული
tamada	ტოლუმბაში
balcony	ბალკონი
plough	ერქვანი
the dogs bark, but the caravan goes on	ძაღლი ყეფს ქარავანი მიდის
dish	ხაშლამა
there's no accounting for taste	გემოვნებაზე არ დაობენ
Pluto	პლუტონი
Telugu	ტელუგუ
client	მუშტარი
custom	ადათი
olive oil	ზეითუნის ზეთი
ledger	დავთარი
diphtheria	დიფთერია
Alzheimer's disease	ალცჰაიმერის დაავადება
interweave	ვახტანგური
toast	სადღეგრძელო
elder	ხევისბერი
Church	ქაშვეთი
fort	ნარიყალა
Ararat	არარატი
fellow-traveller	თანამგზავრი
vineyard	ზვარი
Samegrelo	სამეგრელო
pair of compasses	ფარგალი
dead	გარდაცვლილი
I'm sorry	ვწუხვარ
Swede	შვედი
I'll get my coat	ჩემით გავალ
Dead Sea	მკვდარი ზღვა
tailor	დერციკი
vomit	ჩანჩქერო
uncool	ბანძი
colloquial	სალაპარაკო
found	გაჩითული
friend	ძმაკაცი
Caucasian	კავკასიელი
parchment	ეტრატი
Lori	ლორე
Java	ჯავა
virginity	ქალიშვილობის ინსტიტუტი
marrow	ყაბაყი
godmother	ნათლიდედა
godfather	ნათლიმამა
impressionism	იმპრესიონიზმი
Svaneti	სვანეთი
lie	წევს
რასაცა გასცემ შენია	რასაცა გასცემ შენია, რას არა დაკარგულია
last year	შარშანდელი
next year	გაისად
disservice	დათვური სამუშაო
mintage	სიქა
always	მიწყივ
bald	ქაჩალი
dead	დაბრედილი
consenting	თანახმა
feast	მაღარიჩი
რბილი ლ	რბილი ლ
fake	სიაფანდი
bus stop	ავტობუსის გაჩერება
New Year	ახალი წელი
gathering	ჯამაათი
sunglasses	მზის სათვალე
feast	ქელეხი
via	მეოხებით
stupid	ჩერჩეტი
bear	დრუნჩა
bile	ნაღველი
bring	აამებს
tie up	აბამს
responsibility	პასუხისმგებლობა
responsible	პასუხისმგებელი
brave	ვაჟკაცი
bravery	ვაჟკაცობა
rush	თავქუდმოგლეჯილი
fist	მუჭი
female	დედალი
gunpowder	დენთი
handsome	სიმპათიური
ember	ნაკვერცხალი
equal	თანასწორი
Facebook	ფეისბუქი
თბილისის სახელმწიფო უნივერსიტეტი	თსუ
dry	აშრობს
king	ხელმწიფე
jay	ჩხიკვი
title	წოდება
chain reaction	ჯაჭვური რეაქცია
chained	მიჯაჭვული
accident	უბედური შემთხვევა
Berlin Wall	ბერლინის კედელი
wall clock	კედლის საათი
flood tide	მოქცევა
behaviour	საქციელი
earphone	ყურსასმენი
boil	ადუღებს
warm	ათბობს
give	აძლევს
smoky	ბოლიანი
leave	გადის
cut	კვეთა
swallow	ყლაპავს
dusk	მწუხრი
bake	აცხობს
papakha	ფაფახი
coordinate	კოორდინატი
coordination	კოორდინაცია
coordinate	კოორდინირებს
double	ორეული
Guria	გურია
შობა	სა- -ო
fifth	მეხუთე
sixth	მეექვსე
seventh	მეშვიდე
eighth	მერვე
ninth	მეცხრე
tenth	მეათე
tongue-tied	ბლუ
defect	ენაჩლუნგი
railway	ლიანდაგი
narcissistic	ზვიადი
Georgian	ეგრისი
birthday	დაბადების დღე
birth	დაბადება
give birth	ბადებს
footwear	ხამლი
explosion	აფეთქება
mow	თიბავს
special	გამორჩეული
hurt	ტკენს
roar	ღრიალი
joke	ხუმრობს
wash	რეცხავს
roar	ღრიალებს
bubonic plague	შავი ჭირი
drenched	გალუმპული
anthrax	ციმბირის წყლული
Assyria	ასურეთი
vomit	არწყევს
shine	ბრწყინავს
write	სწერს
eaglet	მართვე
reservoir	წყალსაცავი
kill	კლავს
bathe	ბანაობს
handgun	დამბაჩა
see	ხედავს
resurrect	აცოცხლებს
double doors	კარები
სამცხე	სამცხე-ჯავახეთი
Iberia	ქართლი
yawn	ამთქნარებს
hiccup	სლოკინი
hiccup	ასლოკინებს
measure	გაზომავს
rule	მართავს
remember	ახსოვს
open	შლის
growth	ზრდა
back and forth	ბოლთას სცემს
steal	პარავს
trust	ენდობა
ancestors	მამა-პაპა
daytime	დღე-ღამე
construction	მშენებლობა
Union of Soviet Socialist Republics	საბჭოთა სოციალისტური რესპუბლიკების კავშირი
casino	სამორინე
Ozurgeti	ოზურგეთი
stir	ანძრევს
sell	ყიდის
Demetrius	დემეტრე
victory	მოგება
die	კვდება
I came, I saw, I conquered	მიველ, ვნახე, დავამარცხე
classmate	თანაკლასელი
classmate	კლასელი
endure	ითმენს
grind	ფქვავს
Georgian	კახი
Ani	ანისი
run	გაიქცევა
spell	დამარცვლით კითხულობს
bury	დაკრძალავს
candygram	ბონბონიერი
Salome	სალომე
paint	ხატია
Mtskheta	სვეტიცხოველი
Lepsveridze	ლეფსვერიძე
grain	თავთავი
coconut	ქოქოსი
Mentha pulegium	ომბალო
trigger	ჩახმახი
blog	ბლოგი
stone	კურკა
touch	შეეხება
touch	ეხება
countenance	სახის გამომეტყველება
flatulate	გააცუებს
lithium	ლითიუმი
piano	ფორტეპიანო
Bucharest	ბუქარესტი
Lithuanian	ლიტვური
oak	წყანი
Ottoman Empire	ოსმალეთი
kiss	კოცნის
cheek	ღაწვი
poplar	ალვის ხე
Populus alba	ალვა
bury	დაასაფლავებს
swim	ცურავს
lance	ოროლი
only child	მხოლოდშობილი
only child	დედისერთა
naked	დედიშობილა
Persia	სპარსი
Tsez	დიდოური
diligent	შრომისმოყვარე
scold	ქირდავს
archangel	მთავარანგელოზი
wren	ჭინჭრაქა
wren	ღობემძვრალა
sly	გაიძვერა
on time	დროზე
bad weather	ავდარი
boil	ხარშავს
boil	აგბობს
Phasis	რიონი
Upper Svaneti	ზემო სვანეთი
Lower Svaneti	ქვემო სვანეთი
virginity	ქალწულება
bra	აზღუდი
timid	ჩმორი
equal	უდრის
Mingrelia	ზუგდიდი
cuss	გინება
cuss	აგინებს
akimbo	დოინჯი
caecum	ბრმა ნაწლავი
refugee	ლტოლვილი
impudent	თავხედური
robber	ფირალი
airline	ავიაკომპანია
either	ცალი
equal	ბადალი
peanut	მიწის თხილი
Achilles tendon	აქილევსის მყესი
scared	ეშინია
jeans	ჯინსი
swindler	აფერისტი
strength	ილაჯი
stamina	არაქათი
satiated	მაძღარი
perfumery	ინანთეული
haiku	ჰაიკუ
courteous	დარბაისელი
engaged	დაწინდული
engaged	დანიშნული
fuss	ციებ-ცხელება
loud	ხმამაღლამოლაპარაკე
tuna	თინუსი
Natsvlishvili	ნაცვლიშვილი
crust	ყუა
symbol	ბორჯღალი
hung	ჩაკიდული
blood feud	სისხლის აღება
pope	რომის პაპი
at last	ბოლოს და ბოლოს
world's oldest profession	უძველესი პროფესია
resistance	წინააღმდეგობა
resistance	დაუმორჩილებლობა
simple	ხელწამოსაკრავი
invented	თითიდან გამოწოვილი
wagtail	ბოლოქანქარა
meritorious	ღირსი
mend	შეაკეთებს
celebrate	აღნიშნავს
finish	ამთავრებს
make	ამზადებს
say	ამბობს
justify	ამართლებს
impress	აკვირვებს
ill frequently	ავადმყოფობს
liberate	ათავისუფლებს
lend	ათხოვებს
interested	აინტერესებს
decorate	ამკობს
regulate	არეგულირებს
teach	ასწავლის
declare	აცხადებს
produce	აწარმოებს
uncover	ახდის
fart	გააკუებს
go on	გააგრძელებს
open	გახნის
pronounced	გამოითქმის
discuss	იხილავს
walk	დადის
buy	ყიდულობს
watch	უცქერს
watch	უმზერს
need	სჭირდება
learn	სწავლობს
breathe	სუნთქავს
ask	სთხოვს
stroll	სეირნობს
see	ნახავს
find	მიაგნებს
fill	შეავსებს
come in	შემოდის
comfort	ანუგეშებს
destroy	ანგრევს
sing	ამღერებს
spot	ამჩნევს
work	ამუშავებს
break	ამტვრევს
reproduce	ამრავლებს
reduce	აკლებს
ripe	ამწიფებს
implement	ახორციელებს
throw	ააგდებს
oppress	ავიწროვებს
look around	ათვალიერებს
tie	აკვრევინებს
reach	გადააღწევს
bring up	ზრდის
selling	იყიდება
starting	იწყება
understand	იგებს
take	მიჰყავს
travel	მოგზაურობს
break	მოშლის
decorate	რთავს
working	საქმიანობს
ending	სრულდება
want	სურს
move	სცილდება
different	სხვანაირი
help	უშველის
rent	ქირავდება
move	შერეკავს
happen	ხდება
take up	წამოიწყებს
defendant	მოპასუხე
power supply	დენის წყარო
pupil	მოწაფე
linguistic	საენათმეცნიერო
artistic	მხატვრული
Kartvelian	ქართველური
khachapuri	ხაბიზგინა
kofta	გუფთა
marshrutka	სამარშრუტო ტაქსი
thought	საზრი
xenophobe	ქსენოფობი
philanderer	მექალთანე
full moon	ბადრი
throw-in	აუტი
cherry laurel	წყავი
span	მტკაველი
dense	უღრანი
old	ბებერი
fist	მჯიღი
fee	პირგასამტეხლო
fettering	კაბალური
ravine	ხევი
sunrise	გარიჟრაჟი
sunrise	რიჟრაჟი
sunrise	ალიონი
vermilion	სინგური
eristavi	ერისთავი
Georgia	საერისთავო
plough	ხარვეზი
apply	აბარებს
sway	აბიბინებს
Montenegro	მონტენეგრო
San Marino	სან-მარინო
New Zealand	ახალი ზელანდია
Tuvalu	ტუვალუ
Tonga	ტონგა
Samoa	სამოა
Solomon Islands	სოლომონის კუნძულები
Vanuatu	ვანუატუ
Papua New Guinea	პაპუა-ახალი გვინეა
Palau	პალაუ
Nauru	ნაურუ
Federated States of Micronesia	მიკრონეზიის ფედერაციული შტატები
Marshall Islands	მარშალის კუნძულები
Kiribati	კირიბატი
Kuwait	ქუვეითი
Burkina Faso	ბურკინა-ფასო
Kingdom of the Netherlands	ნიდერლანდების სამეფო
Sahrawi Arab Democratic Republic	საჰარის არაბთა დემოკრატიული რესპუბლიკა
son	ვაჟიშვილი
beryllium	ბერილიუმი
silicon	სილიციუმი
francium	ფრანციუმი
argon	არგონი
scandium	სკანდიუმი
vanadium	ვანადიუმი
manganese	მანგანუმი
rhenium	რენიუმი
nickel	ნიკელი
osmium	ოსმიუმი
gallium	გალიუმი
germanium	გერმანიუმი
arsenic	დარიშხანი
selenium	სელენიუმი
krypton	კრიპტონი
rubidium	რუბიდიუმი
thallium	თალიუმი
strontium	სტრონციუმი
yttrium	იტრიუმი
bismuth	ბისმუტი
polonium	პოლონიუმი
astatine	ასტატი
zirconium	ცირკონიუმი
niobium	ნიობიუმი
technetium	ტექნეციუმი
ruthenium	რუთენიუმი
rhodium	როდიუმი
palladium	პალადიუმი
cadmium	კადმიუმი
indium	ინდიუმი
antimony	სტიბიუმი
tellurium	ტელური
neptunium	ნეპტუნიუმი
xenon	ქსენონი
caesium	ცეზიუმი
protactinium	პროტაქტინიუმი
thorium	თორიუმი
hafnium	ჰაფნიუმი
actinium	აქტინიუმი
tantalum	ტანტალი
radon	რადონი
ununtrium	უნუნტრიუმი
ununpentium	უნუნპენტიუმი
ununseptium	უნუნსეპტიუმი
ununoctium	უნუნოქტიუმი
cerium	ცერიუმი
praseodymium	პრაზეოდიმიუმი
neodymium	ნეოდიმიუმი
europium	ევროპიუმი
lanthanum	ლანთანი
promethium	პრომეთიუმი
samarium	სამარიუმი
gadolinium	გადოლინიუმი
terbium	ტერბიუმი
dysprosium	დისპროზიუმი
holmium	ჰოლმიუმი
erbium	ერბიუმი
thulium	თულიუმი
ytterbium	იტერბიუმი
lutetium	ლუტეციუმი
einsteinium	აინშტაინიუმი
mendelevium	მენდელევიუმი
nobelium	ნობელიუმი
lawrencium	ლოურენსიუმი
fifteen	თხუთმეტი
sixteen	თექვსმეტი
seventeen	ჩვიდმეტი
eighteen	თვრამეტი
nineteen	ცხრამეტი
twenty-one	ოცდაერთი
thirty	ოცდაათი
sixty	სამოცი
eighty	ოთხმოცი
grandmother	დიდედა
television	ტელევიზია
triangle	სამკუთხედი
Black Sea	შავი ზღვა
Jerusalim	იერუსალიმი
Pacific Ocean	წყნარი ოკეანე
miracle	სასწაული
underground	მეტრო
occupation	ოკუპაცია
lesson	გაკვეთილი
bravery	მამაცობა
piano	პიანინო
homeland	სამშობლო
exhibition	გამოფენა
thunder	ჭექა
algorithm	ალგორითმი
seventy	სამოცდაათი
ninety	ოთხმოცდაათი
surgery	ქირურგია
combat	შერკინება
Tbilisi	მთაწმინდა
Tbilisi	სოლოლაკი
Tbilisi	რუსთაველი
Ortachala	ორთაჭალა
projectile	ჭურვი
pint glass	კათხა
Great Britain	დიდი ბრიტანეთი
Snow White	ფიფქია
give	მისცემს
gift	აჩუქებს
slavery	მონათმფლობელობა
stand	დგას
window	სარკმელი
fermentation	ღვივილი
ferment	ღვივის
thirty-one	ოცდათერთმეტი
thirteenth	მეცამეტე
twelfth	მეთორმეტე
fifteenth	მეთხუთმეტე
fourteenth	მეთოთხმეტე
eleventh	მეთერთმეტე
sixteenth	მეთექვსმეტე
seventeenth	მეჩვიდმეტე
eighteenth	მეთვრამეტე
nineteenth	მეცხრამეტე
twentieth	მეოცე
twenty-first	ოცდამეერთე
hundredth	მეასე
arsenal	ჯაბახანა
South America	სამხრეთი ამერიკა
Indian Ocean	ინდოეთის ოკეანე
cry	ტირის
hungry	დამშეული
tango	ტანგო
weak	უღონო
Zeus	ზევსი
thick	მსხვილი
blame	აბრალებს
enlarge	ადიდებს
stand up	აბრძანდება
throw	აგდებს
lengthen	აგრძელებს
go	ადის
move up	ავარდება
lack	აკლია
cover	აკრავს
destroy	აშლის
confrontation	აეშლება
cranium	თავის ქალა
gay	მამათმავალი
peephole	ჭუჭრუტანა
Tursiops truncatus	აფალინა
sour sauce	ბაჟა
social class	ყარაჩოხელი
chokha	ჩოხა
tipsy	ნასვამი
hello	ბარო
paint	ღებავს
contemptible	ახვრობა
budget	ბიუჯეტიანი
tow	ბუქსირება
pamper	განებივრებული
public domain	საყოველთაო საკუთრება
hooligan	ხულიგანი
Georgian sweets	ფელამუში
red	მეწამული
-hood	-ება
stitch	ნაკერი
half	ნახევრად
pampered	ნებიერი
visible	ჩანს
sword	ლახვარი
Georgia	ნიკოფსია
Derbent	დარუბანდი
fool	ხეპრე
soldering iron	სარჩილავი
sickle	მანგალი
punish	დასჯის
punish	სჯის
fly	ფრინავს
collapse	ჩამონგრევა
eat	შემოეჭმება
God willing	ინშალლაჰ
road train	ავტომატარებელი
absence	არარსებობა
pedestrian	ქვეითი
prison	საპატიმრო
season	წელიწადის დრო
New Hampshire	ნიუ-ჰემფშირი
unattended	დაუსწრებელი
singular	მხოლოობითი რიცხვი
express	გამოხატავს
feature	გამოსახავს
determine	განსაზღვრავს
relegate	მომართავს
gown	მოსავს
package	ფუთავს
indite	თხზავს
overwhelm	წალეკავს
mirror	ასახავს
extirpate	ამოძირკვავს
whet	აღძრავს
overcook	ჩახარშავს
spade	ბარავს
tense	ძაბავს
bomb	ბომბავს
card	ჩეჩავს
irk	ქანცავს
bless	ლოცავს
forge	ჭედავს
tangle	ბურდავს
calk	ბეჭდავს
oxygenize	ჟანგავს
economize	ზოგავს
lose	კარგავს
stitch	ქარგავს
pain	ტანჯავს
expend	ხარჯავს
phone	რეკავს
hide	მალავს
parch	ხალავს
extort	ძალავს
trample	თელავს
poison	წამლავს
bribe	ქრთამავს
scheme	გეგმავს
strain	ჭიმავს
caulk	გმანავს
suppress	თრგუნავს
bend	ღუნავს
hash	კეპავს
scald	ფუფქავს
crank	ქოქავს
seal	ლუქავს
mantle	ფარავს
seam	ღარავს
inflate	ბერავს
tint	ფერავს
slit	სერავს
scout	ზვერავს
tax	ბეგრავს
steep	ძირავს
drill	ბურღავს
shut	ხურავს
snuff	ყნოსავს
grease	ზეთავს
disperse	ფანტავს
thresh	ლეწავს
ravel	წეწავს
sugar	შაქრავს
wring	წურავს
upbraid	ლანძღავს
close	კეტავს
brown	ბრაწავს
harrow	ფარცხავს
saw	ხერხავს
delineate	ხაზავს
lick	ლოკავს
whip	როზგავს
rhyme	რითმავს
filtrate	ფილტრავს
edge	ლესავს
reconsider	გადასინჯავს
deduct	ქვითავს
munch	ღეჭავს
grate	ხეხავს
whisk	ბერტყავს
plant	რგავს
embezzle	ფლანგავს
imitate	ბაძავს
censure	კიცხავს
spin	ართავს
entwine	წნავს
irrigate	რწყავს
remark	შენიშნავს
puff	უბერავს
shave	იპარსავს
inquire	გამოიკითხავს
interrupt	აწყვეტინებს
apprise	აგებინებს
lather	აქაფებს
emend	ჩაასწორებს
atomize	აქუცმაცებს
adjure	აფიცებს
listen	აყურადებს
quiet	ამშვიდებს
group	აჯგუფებს
stow	ალაგებს
uglify	ამახინჯებს
crystallize	აკრისტალებს
round	ამრგვალებს
streak	აჭრელებს
name	ასახელებს
mitigate	არბილებს
pickle	ამწნილებს
thin	აწვრილებს
shorten	ამოკლებს
redden	აწითლებს
obligate	ავალდებულებს
total	აჯამებს
burden	ამძიმებს
silence	აჩუმებს
humidify	ატენიანებს
litter	ანაგვიანებს
prefer	ამჯობინებს
boggle	აშინებს
slap	ატკაცუნებს
delay	აყოვნებს
cover	აფარებს
accelerate	აჩქარებს
embitter	ამწარებს
mutilate	ასახიჩრებს
clout	აკერებს
date	ათარიღებს
coal	ანახშირებს
bowl	აგორებს
divulge	ახმაურებს
entitle	ასათაურებს
contaminate	აბინძურებს
rat out	აბეზღებს
liken	ამსგავსებს
subjoin	ამატებს
cement	აცემენტებს
abate	ასუსტებს
deafen	აყრუებს
dull	აბლაგვებს
collect	აგროვებს
wrinkle	ანაოჭებს
brake	ამუხრუჭებს
sort	ახარისხებს
awaken	აღვიძებს
award	აჯილდოებს
kindle	ანთებს
dip	ავლებს
iron	აუთოებს
falsify	აყალბებს
exaggerate	აზვიადებს
defray	ანაღდებს
cheapen	აიაფებს
quadruple	აოთხმაგებს
pervade	ავრცელებს
hinder	აძნელებს
little finger	ნეკი
obsession	აკვიატება
Orthodox Church	მართლმადიდებლობა
money laundering	ფულის გათეთრება
unmarried	დასაოჯახებელი
Georgian	თანი
operator	ოპერატორი
salary	ჯამაგირი
impress	გააოცებს
purslane	დანდური
humanize	გააადამიანებს
foreign language	უცხო ენა
family	ოჯახობა
Shambhala	შამბალა
security	ფასიანი ქაღალდი
Aladdin	ალადინი
herd	ნახირი
cauliflower	კალნაბი
skis	თხილამურები
wasp	ბრეტი
plate	ტაბაკი
beautiful	კენარი
filth	ტურტლი
software	პროგრამული უზრუნველყოფა
Beaufort scale	ბოფორტის სკალა
standby	ლოდინის რეჟიმი
gout	ნიკრისი
foreigner	უცხოელი
milkman	მერძევე
rip	გაფატრავს
calm	მდოვრე
birch	არყი
Aleister	ალისტერ
wasteland	ტრამა
survey	დათვალიერება
wake up	გაღვიძება
rubber	რეზინი
tired	მოღალული
open	გაღება
closed	დაკეტილი
close	დახურვა
outsentry	დეტი
მშვილდ	მშვილდ-ისარი
icicle	ლოლუა
asparagus	წინაბეგა
board	წანწალა
black amber	სათი
number	ამარი
jackhammer	სანგრევი ჩაქუჩი
ill	სნეული
live	ცხოვრობს
win	იმარჯვებს
watery	გაწყალებული
weary	გულგაწყალებული
carbon dioxide	ნახშირორჟანგი
hairdryer	თმის საშრობი
whistle	სასტვენი
vulnerable	მოწყვლადი
gout	ნიკრისის ქარი
